,Index,Name,Bond length 1,Bond length 2,Bond length 3,Dihedral Angles
652,135 138 145 151,O Si O Si,1.5951653872644147,1.6202120732285057,1.6138199961793933,2.657175875156393
653,135 157 182 176,O Si O Si,1.5804218658815339,1.6055050217553213,1.6099386453068096,139.56825011803048
654,135 157 203 206,O Si O Si,1.5804218658815339,1.6028550660480954,1.60373362757698,117.1678240193526
655,135 157 207 205,O Si O Si,1.5804218658815339,1.6108194328876244,1.600087634106681,-21.138478047622463
656,136 121 159 169,O Si O Si,1.6180594665819237,1.5751784643662838,1.5746779288243526,72.96848390465367
657,136 154 139 142,O Si O Si,1.5987002413954199,1.6237444000820744,1.6256921144391536,21.094688575174484
658,136 154 189 190,O Si O Si,1.5987002413954199,1.6438860810237432,1.6301117317383966,12.218548427092038
659,137 133 128 167,O Si O Si,1.6246297163253085,1.6399082261021134,1.6335964707236696,-148.3907474777149
660,137 140 143 142,O Si O Si,1.6255956859490672,1.5994053067232825,1.6195655129374482,-67.12993401972848
661,137 140 149 213,O Si O Si,1.6255956859490672,1.600042539968093,1.601248414739196,93.7923772809375
662,137 140 152 205,O Si O Si,1.6255956859490672,1.6114491270548807,1.6115049189418928,-11.401806581064596
663,138 135 157 182,Si O Si O,1.5951653872644147,1.5804218658815339,1.6055050217553213,64.5699976220475
664,138 135 157 203,Si O Si O,1.5951653872644147,1.5804218658815339,1.6028550660480954,-173.1903683142097
665,138 135 157 207,Si O Si O,1.5951653872644147,1.5804218658815339,1.6108194328876244,-50.862278876257676
666,138 141 142 139,Si O Si O,1.6161152122709295,1.6186836766061168,1.6256921144391536,-173.38626219225424
667,138 141 142 143,Si O Si O,1.6161152122709295,1.6186836766061168,1.6195655129374482,64.53195614015236
668,138 141 142 146,Si O Si O,1.6161152122709295,1.6186836766061168,1.6111042854094142,-48.90331576579693
669,138 145 151 153,Si O Si O,1.6202120732285057,1.6138199961793933,1.622780423463105,31.29472787419664
670,138 145 151 155,Si O Si O,1.6202120732285057,1.6138199961793933,1.587879016148726,153.03356031340476
671,139 142 143 140,O Si O Si,1.6256921144391536,1.6195655129374482,1.5994053067232825,-176.0645848056665
672,139 142 146 147,O Si O Si,1.6256921144391536,1.6111042854094142,1.620742709419741,-78.00058451147422
673,139 154 189 190,O Si O Si,1.6237444000820744,1.6438860810237432,1.6301117317383966,-110.36669027504189
674,140 143 142 141,Si O Si O,1.5994053067232825,1.6195655129374482,1.6186836766061168,-51.87003282343271
